,album,artist_name,track_number,id,name,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,explicit,mode,popularity,duration_ms,Unnamed: 0
11422,Hardwell presents Revealed Volume 8,Hardwell,11,6wclRdRBqAUF0RRopmwxVL,Still The One (Mix Cut),spotify:track:6wclRdRBqAUF0RRopmwxVL,0.0239,0.619,0.893,0.0,0.115,-4.121,0.0498,128.016,0.164,False,1,25,224706,
11423,Hardwell presents Revealed Volume 8,Hardwell,12,2LEiTxBjKBguYIyKqGAeR7,No Access (Mix Cut),spotify:track:2LEiTxBjKBguYIyKqGAeR7,0.00206,0.63,0.953,0.383,0.483,-3.466,0.0785,128.453,0.122,False,1,22,93384,
11424,Hardwell presents Revealed Volume 8,Hardwell,13,6b2vUPf5pZQASBCFF5OEzX,Power (Mix Cut),spotify:track:6b2vUPf5pZQASBCFF5OEzX,0.000228,0.492,0.928,2.38e-06,0.287,-4.266,0.0861,132.044,0.23,False,0,27,220048,
11425,Hardwell presents Revealed Volume 8,Hardwell,14,4qcE2JVDFAqPB75FD0s57D,Crank (Mix Cut) - HWL Edit,spotify:track:4qcE2JVDFAqPB75FD0s57D,0.0284,0.814,0.962,0.00775,0.0876,-1.637,0.413,127.982,0.0544,False,1,23,103086,
11426,Hardwell presents Revealed Volume 8,Hardwell,15,3NYGqdruhl8P4Zh8HYb6Ot,BANG (Mix Cut),spotify:track:3NYGqdruhl8P4Zh8HYb6Ot,0.00957,0.674,0.941,0.0487,0.279,-3.983,0.0573,129.93,0.0394,False,0,23,164541,
11427,Hardwell presents Revealed Volume 8,Hardwell,16,0KHzdyCVPLX0bEsO7qAaEE,Smash This Beat (Mix Cut),spotify:track:0KHzdyCVPLX0bEsO7qAaEE,0.00285,0.654,0.892,0.305,0.294,-4.84,0.0435,128.019,0.0371,False,0,27,187504,
11428,Hardwell presents Revealed Volume 8,Hardwell,17,7GqBMnb0wLKVzQ69opXvSP,BRAA (Mix Cut),spotify:track:7GqBMnb0wLKVzQ69opXvSP,5.29e-05,0.573,0.984,0.56,0.336,-1.196,0.0523,128.144,0.149,False,1,22,142204,
11429,Hardwell presents Revealed Volume 8,Hardwell,18,5sMYNjhWIC9R1bgWs90hyR,S.W.A.T. (Mix Cut),spotify:track:5sMYNjhWIC9R1bgWs90hyR,0.000667,0.611,0.996,0.00134,0.57,-0.243,0.137,129.817,0.458,False,1,21,57238,
11430,Hardwell presents Revealed Volume 8,Hardwell,19,0GsTi6NZ5IoBvtwAQXcmUk,Hands Up (Mix Cut),spotify:track:0GsTi6NZ5IoBvtwAQXcmUk,5.27e-05,0.601,0.944,0.843,0.359,-3.089,0.081,127.993,0.35,False,0,23,155524,
11431,Hardwell presents Revealed Volume 8,Hardwell,20,7br1vrJLQNPbZUV5iyoxIN,Badam (Mix Cut),spotify:track:7br1vrJLQNPbZUV5iyoxIN,0.00952,0.7,0.955,0.00025,0.299,-2.05,0.0387,103.132,0.246,False,1,24,177665,
11432,Hardwell presents Revealed Volume 8,Hardwell,21,5F1aEczTt5T6azNRYYNyeZ,Love Is Dead (Mix Cut),spotify:track:5F1aEczTt5T6azNRYYNyeZ,0.108,0.384,0.771,0.787,0.117,-6.667,0.0464,149.776,0.076,False,1,21,95319,
11433,Hardwell presents Revealed Volume 8,Hardwell,22,0XgxEoICjlLFAYKp992oim,Police (You Ain't Ready) (Mix Cut),spotify:track:0XgxEoICjlLFAYKp992oim,0.00261,0.628,0.99,1.19e-06,0.227,-3.176,0.182,139.989,0.193,False,1,21,178126,
11434,Hardwell presents Revealed Volume 8,Hardwell,23,0x8f6OslAxRjgYQhWldexg,Party Tribe (Mix Cut),spotify:track:0x8f6OslAxRjgYQhWldexg,0.0183,0.696,0.923,0.00794,0.236,-3.455,0.0997,139.916,0.396,False,0,21,179998,
11435,Hardwell presents Revealed Volume 8,Hardwell,24,38oJTy8mK2XxPHmcBnZbRl,The Underground (Mix Cut),spotify:track:38oJTy8mK2XxPHmcBnZbRl,0.00526,0.331,0.968,0.205,0.292,-3.245,0.0742,154.614,0.207,False,0,23,152819,
11436,Hardwell presents Revealed Volume 8,Hardwell,25,1yvI3capJ9WPJmIJGLN9Rr,Here Once Again (Mix Cut),spotify:track:1yvI3capJ9WPJmIJGLN9Rr,0.00663,0.51,0.997,1.18e-05,0.47,-4.167,0.146,150.04,0.0967,False,0,21,142398,
11437,Hardwell presents Revealed Volume 8,Hardwell,26,2fsnjgSIdQb29TPvzc62QE,Make The World Ours (Mix Cut),spotify:track:2fsnjgSIdQb29TPvzc62QE,0.00599,0.559,0.97,0.112,0.162,-2.961,0.143,149.954,0.285,False,0,22,265654,
11438,Hardwell presents Revealed Volume 8,Hardwell,27,6Iw7gxpL9kypYNDNyw5cNx,All That We Are Living For (Mix Cut),spotify:track:6Iw7gxpL9kypYNDNyw5cNx,0.0516,0.285,0.761,2.63e-06,0.292,-4.496,0.0349,149.011,0.143,False,1,27,232480,
11439,Hardwell presents Revealed Volume 8,Hardwell,1,5nFJAc94iLga5dOjfvGbQK,Who's In The House,spotify:track:5nFJAc94iLga5dOjfvGbQK,0.000427,0.547,0.908,0.000768,0.203,-4.915,0.0709,128.052,0.163,False,1,32,223125,
11440,Hardwell presents Revealed Volume 8,Hardwell,3,0ZJDFXliAwdKkXGm5LQBrF,Powermove,spotify:track:0ZJDFXliAwdKkXGm5LQBrF,0.000825,0.553,0.886,0.00196,0.194,-4.582,0.0954,129.791,0.14,False,1,28,173538,
11441,Hardwell presents Revealed Volume 8,Hardwell,4,66WwgI2q510qp0Lf826hyX,Alive - Maddix Remix,spotify:track:66WwgI2q510qp0Lf826hyX,0.0148,0.62,0.894,1.43e-06,0.306,-4.962,0.0648,127.978,0.194,False,0,19,204375,
11442,Hardwell presents Revealed Volume 8,Hardwell,5,1MtmiHaJ0C0EHA0H7dp3Uz,We Are Legends,spotify:track:1MtmiHaJ0C0EHA0H7dp3Uz,0.0639,0.295,0.841,2.35e-05,0.22,-2.287,0.0563,127.998,0.0728,False,0,23,200625,
11443,Hardwell presents Revealed Volume 8,Hardwell,6,5RWLnHaR5PAZlFiZophRpD,The Universe,spotify:track:5RWLnHaR5PAZlFiZophRpD,0.000472,0.669,0.917,0.000707,0.119,-4.336,0.0824,130.015,0.132,False,1,26,262150,
11444,Hardwell presents Revealed Volume 8,Hardwell,7,1lHctxBrx1KVe7oRe5UfMY,What We Need,spotify:track:1lHctxBrx1KVe7oRe5UfMY,0.00151,0.498,0.823,1.72e-05,0.0819,-5.015,0.0556,127.915,0.305,False,0,31,193125,
11445,Hardwell presents Revealed Volume 8,Hardwell,8,5LBMduJ8OTeOEEwLjbJvJC,We Are One,spotify:track:5LBMduJ8OTeOEEwLjbJvJC,0.00524,0.554,0.914,8.07e-06,0.852,-4.397,0.0855,128.002,0.105,False,0,37,202500,
11446,Hardwell presents Revealed Volume 8,Hardwell,9,3Uos0Dd01TGCdDF28rNtTR,Still The One,spotify:track:3Uos0Dd01TGCdDF28rNtTR,0.228,0.558,0.852,0.0,0.153,-4.318,0.0331,128.066,0.402,False,1,20,213047,
11447,Hardwell presents Revealed Volume 8,Hardwell,10,7yXXwSFY67coXuGdd3jqal,No Access,spotify:track:7yXXwSFY67coXuGdd3jqal,0.00092,0.685,0.963,0.28,0.195,-2.98,0.0982,127.962,0.234,False,0,17,171797,
11448,Hardwell presents Revealed Volume 8,Hardwell,12,5kpr9Jmm5sg1gWH2aR25lb,Crank - HWL Edit,spotify:track:5kpr9Jmm5sg1gWH2aR25lb,0.00542,0.693,0.982,0.253,0.0432,-1.587,0.399,127.988,0.0435,False,0,19,172500,
11449,Hardwell presents Revealed Volume 8,Hardwell,13,2xRtT16ZvU0lpJXqdy8Weq,BANG,spotify:track:2xRtT16ZvU0lpJXqdy8Weq,0.0168,0.685,0.941,0.0125,0.332,-3.976,0.0535,129.923,0.0395,False,1,16,175178,
11450,Hardwell presents Revealed Volume 8,Hardwell,14,6QbuTp8LTTgXZekGx3b71e,Smash This Beat,spotify:track:6QbuTp8LTTgXZekGx3b71e,0.00861,0.62,0.869,0.515,0.312,-5.529,0.0449,127.98,0.0374,False,0,17,177656,
11451,Hardwell presents Revealed Volume 8,Hardwell,15,4jxOVhXZqlO7NjEDNP1v1W,BRAA,spotify:track:4jxOVhXZqlO7NjEDNP1v1W,5.16e-05,0.586,0.988,0.545,0.645,-1.118,0.0567,127.986,0.103,False,0,17,131133,
11452,Hardwell presents Revealed Volume 8,Hardwell,16,4d18gGjXDVHFLhHxj2fvxd,S.W.A.T.,spotify:track:4d18gGjXDVHFLhHxj2fvxd,0.00415,0.664,0.989,0.00269,0.461,-0.14,0.208,129.952,0.108,False,1,17,145859,
11453,Hardwell presents Revealed Volume 8,Hardwell,17,0NWgNbXLY0FwWWtY5JZ6WF,Hands Up,spotify:track:0NWgNbXLY0FwWWtY5JZ6WF,5.12e-05,0.57,0.945,0.734,0.0831,-3.458,0.0768,128.007,0.472,False,0,25,167689,
11454,Hardwell presents Revealed Volume 8,Hardwell,18,4NrLGB0cyJPOjK8S6vUKn7,Badam,spotify:track:4NrLGB0cyJPOjK8S6vUKn7,0.0102,0.71,0.948,0.00039,0.0239,-1.595,0.0477,103.142,0.425,False,1,38,172427,
11455,Hardwell presents Revealed Volume 8,Hardwell,19,6OWwPMGzEysjNzOl7w9LN4,Love Is Dead,spotify:track:6OWwPMGzEysjNzOl7w9LN4,0.0916,0.448,0.805,0.905,0.138,-7.31,0.0583,129.971,0.0658,False,1,19,153231,
11456,Hardwell presents Revealed Volume 8,Hardwell,20,3A7OEAHpmFbtVLFOCXqOsX,Police (You Ain't Ready),spotify:track:3A7OEAHpmFbtVLFOCXqOsX,0.00989,0.644,0.985,0.0,0.582,-3.098,0.255,140.053,0.38,False,1,21,153429,
11457,Hardwell presents Revealed Volume 8,Hardwell,21,26DFWxmI3im0gvUGuiTc1M,Party Tribe,spotify:track:26DFWxmI3im0gvUGuiTc1M,0.029,0.734,0.91,0.00265,0.425,-3.488,0.106,139.903,0.521,False,0,18,157734,
11458,Hardwell presents Revealed Volume 8,Hardwell,22,6Jjw6msM27j9Xc44jasnCP,The Underground,spotify:track:6Jjw6msM27j9Xc44jasnCP,0.0149,0.355,0.98,0.446,0.707,-3.659,0.187,145.439,0.119,False,0,18,168429,
11459,Hardwell presents Revealed Volume 8,Hardwell,23,2qBr2ZJu3rkXIN10QqBAn1,Here Once Again,spotify:track:2qBr2ZJu3rkXIN10QqBAn1,0.00554,0.502,0.991,0.000198,0.47,-4.333,0.24,150.029,0.0797,False,0,24,200000,
11460,HARDWELL (SPECIAL JAPAN EDITION VOL.2),Hardwell,1,51z7pBhRzd7EDIFworyEIe,Follow Me - Radio Edit,spotify:track:51z7pBhRzd7EDIFworyEIe,0.0567,0.522,0.757,0.0,0.125,-3.047,0.04,128.102,0.468,False,1,15,198000,
11461,HARDWELL (SPECIAL JAPAN EDITION VOL.2),Hardwell,3,7o5YC3vgGEwKYPdjTzm3mE,Young Again - Radio Edit,spotify:track:7o5YC3vgGEwKYPdjTzm3mE,0.0629,0.556,0.798,0.0,0.72,-3.585,0.0343,128.968,0.296,False,1,9,219040,
11462,HARDWELL (SPECIAL JAPAN EDITION VOL.2),Hardwell,4,6gwgKw6NRJmrrQo61FYnCN,Hollywood,spotify:track:6gwgKw6NRJmrrQo61FYnCN,0.00209,0.69,0.902,0.237,0.0967,-3.871,0.0517,128.022,0.26,False,0,6,182747,
11463,HARDWELL (SPECIAL JAPAN EDITION VOL.2),Hardwell,6,0YZMMfb8R6RjTVRW2Bmcut,Sally - Clean Album Version,spotify:track:0YZMMfb8R6RjTVRW2Bmcut,0.000563,0.633,0.904,0.00118,0.169,-4.239,0.114,127.99,0.377,False,0,6,277067,
11464,HARDWELL (SPECIAL JAPAN EDITION VOL.2),Hardwell,7,5wuQlh86O4Y3oQrb5YFqMr,Going Crazy - Radio Edit,spotify:track:5wuQlh86O4Y3oQrb5YFqMr,0.00432,0.599,0.97,0.00243,0.643,-2.683,0.14,127.975,0.248,False,1,5,184600,
11465,HARDWELL (SPECIAL JAPAN EDITION VOL.2),Hardwell,9,4IrCHTsR6JCrZG5SIaFIJE,8Fifty,spotify:track:4IrCHTsR6JCrZG5SIaFIJE,0.0308,0.655,0.977,0.00096,0.273,-1.541,0.0653,127.966,0.374,False,0,3,184093,
11466,HARDWELL (SPECIAL JAPAN EDITION VOL.2),Hardwell,11,0XglitcLG6j1dx7BYaEJyJ,Calavera,spotify:track:0XglitcLG6j1dx7BYaEJyJ,0.00699,0.684,0.909,0.037,0.0516,-2.962,0.0424,127.921,0.104,False,1,7,200973,
11467,HARDWELL (SPECIAL JAPAN EDITION VOL.2),Hardwell,12,3QpCHEOSAy5bdmxOYidD1W,Rocket Spaceman - W&W & Hardwell Edit,spotify:track:3QpCHEOSAy5bdmxOYidD1W,0.0478,0.509,0.834,0.243,0.33,-5.385,0.0649,129.983,0.0385,False,0,4,240133,
11468,HARDWELL (SPECIAL JAPAN EDITION VOL.2),Hardwell,15,00yyngQRVVv1qFy9ShRhd1,Scorpion - Hardwell Edit,spotify:track:00yyngQRVVv1qFy9ShRhd1,0.00151,0.649,0.994,0.7,0.0602,-4.212,0.0784,127.96,0.555,False,1,2,212227,
11469,HARDWELL (SPECIAL JAPAN EDITION VOL.2),Hardwell,16,1vciLmy8qCbxBN2FlICqkt,Hakuna Matata - Hardwell Edit,spotify:track:1vciLmy8qCbxBN2FlICqkt,0.000189,0.714,0.885,0.533,0.191,-1.583,0.0601,127.968,0.317,False,0,3,210347,
11470,HARDWELL (SPECIAL JAPAN EDITION VOL.2),Hardwell,17,0koFwN33dCXrq31CAVDHTM,Rambo - Hardwell Edit,spotify:track:0koFwN33dCXrq31CAVDHTM,0.00284,0.681,0.952,0.143,0.593,-3.133,0.0582,127.982,0.0571,False,1,5,236213,
11471,HARDWELL (SPECIAL JAPAN EDITION VOL.2),Hardwell,18,07Wpm6ojV69eMKDnlVOuZ3,Dare You - Hardwell Concert Edit,spotify:track:07Wpm6ojV69eMKDnlVOuZ3,0.00242,0.617,0.87,0.0055,0.14,-3.244,0.0622,127.998,0.127,False,1,3,356587,
11472,HARDWELL (SPECIAL JAPAN EDITION VOL.2),Hardwell,19,7l5LHUR02W0UU29Cg6Rdfm,Mad World - Acoustic Version,spotify:track:7l5LHUR02W0UU29Cg6Rdfm,0.558,0.696,0.382,0.0,0.102,-6.565,0.0313,124.986,0.381,False,1,4,170213,
11473,Hardwell presents Revealed Vol. 7,Hardwell,1,0oCacAS0qABXRof5L60vla,Intro 2016 - Mix Cut,spotify:track:0oCacAS0qABXRof5L60vla,3.13e-06,0.624,0.778,0.00161,0.349,-6.429,0.0413,128.107,0.0681,False,1,23,78681,
11474,Hardwell presents Revealed Vol. 7,Hardwell,2,6YK1G2lRAmuCHjVna1cYTH,Milk Man - Mix Cut,spotify:track:6YK1G2lRAmuCHjVna1cYTH,0.00703,0.72,0.822,0.0064,0.165,-4.194,0.0412,127.984,0.311,False,1,24,149994,
11475,Hardwell presents Revealed Vol. 7,Hardwell,3,1IslFMav05idbJEThYbLCe,Magnum - Mix Cut,spotify:track:1IslFMav05idbJEThYbLCe,0.00523,0.637,0.944,0.485,0.0775,-3.779,0.0812,128.04,0.326,False,0,24,198516,
11476,Hardwell presents Revealed Vol. 7,Hardwell,4,43v1kBzTbj1PrwpQ0D7vYs,Blaze - Mix Cut,spotify:track:43v1kBzTbj1PrwpQ0D7vYs,0.000479,0.537,0.99,0.62,0.365,-3.695,0.0628,127.979,0.142,False,1,24,239996,
11477,Hardwell presents Revealed Vol. 7,Hardwell,5,76UNQ9ErrQ8PbLJnXorpCX,Go - Hardwell Remix Mix Cut,spotify:track:76UNQ9ErrQ8PbLJnXorpCX,0.00192,0.58,0.995,0.0594,0.247,-1.719,0.0754,128.004,0.111,False,0,25,262750,
11478,Hardwell presents Revealed Vol. 7,Hardwell,6,1pOycVyaHRgmX2OKvrGBFM,Once Upon A Time - Mix Cut,spotify:track:1pOycVyaHRgmX2OKvrGBFM,0.0273,0.528,0.904,0.0,0.0828,-4.108,0.0773,129.067,0.177,False,0,23,223334,
11479,Hardwell presents Revealed Vol. 7,Hardwell,7,6T9u5IL35UFoooztbAP1eY,Dirty Bassline - Mix Cut,spotify:track:6T9u5IL35UFoooztbAP1eY,0.00134,0.651,0.981,0.275,0.15,-5.437,0.0962,128.081,0.0724,False,1,24,179887,
11480,Hardwell presents Revealed Vol. 7,Hardwell,8,3NH22Iw4fa0NoJr64TvFIP,Calavera - Mix Cut,spotify:track:3NH22Iw4fa0NoJr64TvFIP,0.0115,0.697,0.928,0.00756,0.0884,-3.231,0.0414,128.029,0.118,False,1,26,180010,
11481,Hardwell presents Revealed Vol. 7,Hardwell,9,36jz4zix5d5mE3W3so8cLU,Mad World - Bomb A Drop - Mix Cut,spotify:track:36jz4zix5d5mE3W3so8cLU,0.00176,0.642,0.961,0.00709,0.0736,-2.151,0.0509,127.976,0.151,False,1,41,153499,
11482,Hardwell presents Revealed Vol. 7,Hardwell,10,107G6RVoD2FyrRGA24QXBL,8Fifty - Mix Cut,spotify:track:107G6RVoD2FyrRGA24QXBL,0.0243,0.638,0.984,0.000987,0.101,-2.243,0.0697,127.97,0.259,False,1,29,195249,
11483,Hardwell presents Revealed Vol. 7,Hardwell,11,6HI6C9HVZwGGkq5lmCyEAB,Rise (Like A Thousand Suns) - Mix Cut,spotify:track:6HI6C9HVZwGGkq5lmCyEAB,0.00129,0.562,0.96,0.13,0.462,-3.678,0.0544,128.008,0.111,False,1,24,213766,
11484,Hardwell presents Revealed Vol. 7,Hardwell,12,558dmcqBAPeA7q4GvaunHy,Run Wild - Alternative Edit Mix Cut,spotify:track:558dmcqBAPeA7q4GvaunHy,0.00481,0.475,0.838,0.0,0.304,-2.948,0.0666,127.921,0.254,False,0,34,224973,
11485,Hardwell presents Revealed Vol. 7,Hardwell,13,14fYghggm1Lqv8kHo5htHw,Pilot - Mix Cut,spotify:track:14fYghggm1Lqv8kHo5htHw,0.000361,0.662,0.975,0.00503,0.33,-4.084,0.185,127.954,0.181,False,1,23,168757,
11486,Hardwell presents Revealed Vol. 7,Hardwell,14,5bp5qgNITIfJ478HHFL1Tj,Satisfaction Alarm - Hardwell Mashup Mix Cut,spotify:track:5bp5qgNITIfJ478HHFL1Tj,0.000371,0.563,0.996,0.23,0.286,-4.883,0.154,128.002,0.396,False,1,39,187504,
11487,Hardwell presents Revealed Vol. 7,Hardwell,15,5IxpJf2Dc5C9kSqZfLwluH,Cosmic Dark - Mix Cut,spotify:track:5IxpJf2Dc5C9kSqZfLwluH,0.000623,0.531,0.95,0.012,0.361,-4.593,0.16,130.026,0.228,False,1,22,221590,
11488,Hardwell presents Revealed Vol. 7,Hardwell,16,2Zhp8Ru7R9sOAa6QuF3nOZ,Voltage - Mix Cut,spotify:track:2Zhp8Ru7R9sOAa6QuF3nOZ,0.000916,0.615,0.935,0.28,0.46,-4.893,0.157,129.974,0.101,False,0,20,166153,
11489,Hardwell presents Revealed Vol. 7,Hardwell,17,6hftcPUl693pHBtHezXlHv,Apollo Going Crazy - Mix Cut,spotify:track:6hftcPUl693pHBtHezXlHv,0.00397,0.595,0.971,0.0128,0.395,-2.62,0.107,128.091,0.233,False,1,25,224760,
11490,Hardwell presents Revealed Vol. 7,Hardwell,18,5NmZyiFVxnOnR9oj6ZqKYJ,Raise Your Hands - Mix Cut,spotify:track:5NmZyiFVxnOnR9oj6ZqKYJ,0.00715,0.646,0.935,0.0364,0.386,-4.155,0.258,129.946,0.371,False,0,23,206832,
11491,Hardwell presents Revealed Vol. 7,Hardwell,19,68NGf6eXkXOPEzjmwcK2W4,Wake Up Call - Mix Cut,spotify:track:68NGf6eXkXOPEzjmwcK2W4,0.0244,0.435,0.881,0.639,0.111,-2.909,0.0738,130.018,0.147,False,0,24,257925,
11492,Hardwell presents Revealed Vol. 7,Hardwell,20,2I6Yi9agpeU7IB7cxGNi5U,Something About You - Conro’s Ultra Miami Remix Mix Cut,spotify:track:2I6Yi9agpeU7IB7cxGNi5U,0.00657,0.474,0.816,0.0129,0.151,-6.078,0.0509,142.915,0.128,False,0,21,211823,
