,album,artist_name,track_number,id,name,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,explicit,mode,popularity,duration_ms,Unnamed: 0
4747,Sunday Night Sessions,Passenger,9,1wJNpWv8GbyEVAxoxlf3gT,Losing My Religion (Cover),spotify:track:1wJNpWv8GbyEVAxoxlf3gT,0.0264,0.755,0.643,3.52e-05,0.267,-9.097,0.0268,126.035,0.471,False,0,60,283735,
4748,Dua Lipa (Deluxe),Dua Lipa,12,5E5MqaS6eOsbaJibl3YeMZ,Homesick,spotify:track:5E5MqaS6eOsbaJibl3YeMZ,0.948,0.426,0.224,0.0,0.112,-8.683,0.0391,85.728,0.399,False,1,70,230480,
4749,Sunday Night Sessions,Passenger,10,1bdrK0QHe9PUmQ1zOM2amo,A Change Is Gonna Come (Cover),spotify:track:1bdrK0QHe9PUmQ1zOM2amo,0.617,0.67,0.133,8.13e-05,0.0989,-11.742,0.0376,153.883,0.332,False,1,36,201113,
4750,Sunday Night Sessions,Passenger,11,5QukmWtZgUbqLmjDmqLbRa,Space Oddity (Cover),spotify:track:5QukmWtZgUbqLmjDmqLbRa,0.277,0.542,0.382,0.000455,0.135,-9.852,0.0483,135.746,0.135,False,1,44,261005,
4751,Dua Lipa (Deluxe),Dua Lipa,14,4isCUHcZJs0o8niODly6qc,Room for 2,spotify:track:4isCUHcZJs0o8niODly6qc,0.396,0.536,0.488,1.44e-05,0.133,-5.752,0.0354,75.761,0.382,False,1,51,208689,
4752,Sunday Night Sessions,Passenger,12,1zD8NWEDdBMt3QvnqU13hI,Vincent (Cover),spotify:track:1zD8NWEDdBMt3QvnqU13hI,0.847,0.545,0.0532,0.0,0.159,-17.8,0.061,90.222,0.489,False,1,41,239521,
4753,Dua Lipa (Deluxe),Dua Lipa,15,2qES7NEo0DCDvi707VS3HC,New Love,spotify:track:2qES7NEo0DCDvi707VS3HC,0.152,0.579,0.621,4.01e-06,0.0869,-8.625,0.0445,90.354,0.343,False,1,52,271935,
4754,Dua Lipa (Deluxe),Dua Lipa,16,0LwbO2KIQw1uR2FCqwaKAu,Bad Together,spotify:track:0LwbO2KIQw1uR2FCqwaKAu,0.0076,0.703,0.628,0.0,0.471,-6.349,0.0284,103.983,0.425,False,0,53,238827,
4755,Dua Lipa (Deluxe),Dua Lipa,17,1oXHXIB8rHgwHSsPRNjEzn,Last Dance,spotify:track:1oXHXIB8rHgwHSsPRNjEzn,0.0232,0.589,0.578,0.0,0.0984,-5.626,0.0454,135.77,0.38,False,0,66,228976,
4756,Young As The Morning Old As The Sea (Deluxe Edition),Passenger,6,2BIv4tfCe478b7CpF2VHYr,"Young as the Morning, Old as the Sea",spotify:track:2BIv4tfCe478b7CpF2VHYr,0.625,0.626,0.465,0.0603,0.113,-10.129,0.034,105.794,0.822,False,0,29,206080,
4757,Young As The Morning Old As The Sea (Deluxe Edition),Passenger,11,52sPKwTdBaOwh7Rpx2a1r3,"Young as the Morning, Old as the Sea - Acoustic",spotify:track:52sPKwTdBaOwh7Rpx2a1r3,0.901,0.663,0.0893,3.15e-05,0.107,-17.411,0.0492,106.918,0.689,False,0,18,156395,
4758,Young as the Morning Old as the Sea,Passenger,1,5cKQeqXKhyclhejXHMlrI4,Everything,spotify:track:5cKQeqXKhyclhejXHMlrI4,0.409,0.404,0.393,0.000248,0.319,-8.132,0.0285,129.701,0.311,False,1,37,214168,
4759,Young as the Morning Old as the Sea,Passenger,2,783ICUdmtVQgg1meszkCfS,If You Go,spotify:track:783ICUdmtVQgg1meszkCfS,0.134,0.366,0.645,0.0,0.281,-7.078,0.0508,180.343,0.499,False,1,37,224871,
4760,Young as the Morning Old as the Sea,Passenger,4,5sHlU2ejWIzJDHgSrwSxx6,Anywhere,spotify:track:5sHlU2ejWIzJDHgSrwSxx6,0.0959,0.598,0.622,8.04e-05,0.0934,-6.948,0.0285,104.497,0.824,False,1,59,216207,
4761,Young as the Morning Old as the Sea,Passenger,5,4fp615OQ4jgd3Xf55Uf9Cs,Somebody's Love,spotify:track:4fp615OQ4jgd3Xf55Uf9Cs,0.236,0.436,0.526,0.00127,0.132,-8.183,0.0313,134.502,0.36,False,0,39,323873,
4762,Young as the Morning Old as the Sea,Passenger,6,170sne6Q3FktcEFxfK6oTR,Young as the Morning Old as the Sea,spotify:track:170sne6Q3FktcEFxfK6oTR,0.653,0.663,0.447,0.0719,0.112,-10.859,0.0348,105.788,0.825,False,0,47,206092,
4763,Young as the Morning Old as the Sea,Passenger,7,4K9YS0nkXZMgV0F9JQoirx,Beautiful Birds (feat. Birdy),spotify:track:4K9YS0nkXZMgV0F9JQoirx,0.906,0.313,0.166,0.00163,0.114,-12.765,0.0304,86.213,0.125,False,1,56,213707,
4764,Young as the Morning Old as the Sea,Passenger,8,7JrhgIcZbn8NEU7mLSmjNH,The Long Road,spotify:track:7JrhgIcZbn8NEU7mLSmjNH,0.835,0.404,0.391,0.000281,0.103,-12.002,0.0751,86.85,0.392,False,1,40,232199,
4765,Young as the Morning Old as the Sea,Passenger,9,0YapQtCZDL7fbS4ckNEZMJ,Fool's Gold,spotify:track:0YapQtCZDL7fbS4ckNEZMJ,0.661,0.569,0.358,0.000325,0.0804,-9.553,0.0314,135.64,0.493,False,1,35,255732,
4766,Young as the Morning Old as the Sea,Passenger,10,43rzjLC9fz9Dm8FO44NJq0,Home,spotify:track:43rzjLC9fz9Dm8FO44NJq0,0.104,0.334,0.5,2.37e-06,0.0834,-8.115,0.0478,147.409,0.0822,False,1,49,348584,
4767,Young as the Morning Old as the Sea,Passenger,11,6vMWuUIlD30nyfptGAVpaG,Young as the Morning Old as the Sea (Acoustic),spotify:track:6vMWuUIlD30nyfptGAVpaG,0.896,0.587,0.0844,2.16e-05,0.107,-18.134,0.0496,101.203,0.714,False,0,34,156395,
4768,Young as the Morning Old as the Sea,Passenger,12,5V8u8ku9YAAh0nH25uVTXY,Fool's Gold (Acoustic),spotify:track:5V8u8ku9YAAh0nH25uVTXY,0.85,0.522,0.039,0.0,0.105,-19.325,0.0403,140.253,0.418,False,1,35,203261,
4769,Young as the Morning Old as the Sea,Passenger,13,1TAsEROEKazWdPb4eejI3x,Beautiful Birds (Acoustic),spotify:track:1TAsEROEKazWdPb4eejI3x,0.877,0.559,0.128,1.44e-05,0.112,-17.316,0.0392,93.371,0.307,False,1,47,173195,
4770,Young as the Morning Old as the Sea,Passenger,14,3PdgCxMbEs46JJaqowruUK,Everything (Acoustic),spotify:track:3PdgCxMbEs46JJaqowruUK,0.669,0.694,0.199,0.0,0.0785,-14.716,0.0413,134.785,0.348,False,1,31,198162,
4771,Young as the Morning Old as the Sea,Passenger,15,37jKrgec1h83bTItv4JnkH,The Long Road (Acoustic),spotify:track:37jKrgec1h83bTItv4JnkH,0.866,0.547,0.119,0.0,0.115,-17.994,0.0504,83.867,0.452,False,1,31,188852,
4772,Young as the Morning Old as the Sea,Passenger,16,6p9xCoAj1Zy0M1QRpQ03vJ,When We Were Young (Acoustic),spotify:track:6p9xCoAj1Zy0M1QRpQ03vJ,0.864,0.538,0.0867,0.000223,0.108,-18.379,0.0346,143.149,0.311,False,1,34,217221,
4773,Young as the Morning Old as the Sea (Deluxe),Passenger,7,6s3MPipayT0lCt10HgcBr5,Beautiful Birds,spotify:track:6s3MPipayT0lCt10HgcBr5,0.91,0.32,0.183,0.00252,0.116,-11.91,0.0296,85.869,0.147,False,1,45,213707,
4774,Young as the Morning Old as the Sea (Deluxe),Passenger,11,4DV9fGQ7Uzk1RKPW4yYk5a,Young as the Morning Old as the Sea - Acoustic,spotify:track:4DV9fGQ7Uzk1RKPW4yYk5a,0.895,0.66,0.0846,2.39e-05,0.108,-18.135,0.0481,106.971,0.708,False,0,26,156395,
4775,Young as the Morning Old as the Sea (Deluxe),Passenger,12,6Mbgig5QIqjaZQbGlRY2Dt,Fool's Gold - Acoustic,spotify:track:6Mbgig5QIqjaZQbGlRY2Dt,0.848,0.524,0.0388,0.0,0.105,-19.325,0.0408,139.245,0.417,False,1,25,203261,
4776,Young as the Morning Old as the Sea (Deluxe),Passenger,13,3SFF8BIYYYNhjBM0C3fcOf,Beautiful Birds - Acoustic,spotify:track:3SFF8BIYYYNhjBM0C3fcOf,0.878,0.553,0.128,1.68e-05,0.113,-17.314,0.0397,92.018,0.296,False,1,39,173195,
4777,Young as the Morning Old as the Sea (Deluxe),Passenger,14,0Xl8XBDhV8cRvgGHk5b42p,Everything - Acoustic,spotify:track:0Xl8XBDhV8cRvgGHk5b42p,0.679,0.692,0.2,0.0,0.0779,-14.713,0.0426,134.795,0.332,False,1,22,198162,
4778,Young as the Morning Old as the Sea (Deluxe),Passenger,15,2kXdjd11TTFXVwerrncmgW,The Long Road - Acoustic,spotify:track:2kXdjd11TTFXVwerrncmgW,0.86,0.519,0.12,0.0,0.115,-17.992,0.0558,86.249,0.45,False,1,22,188852,
4779,Young as the Morning Old as the Sea (Deluxe),Passenger,16,1phJt9rXUMNCHkJsySoAOF,When We Were Young - Acoustic,spotify:track:1phJt9rXUMNCHkJsySoAOF,0.858,0.54,0.0866,0.00017,0.108,-18.389,0.0345,142.435,0.307,False,1,27,217221,
4780,Whispers II,Passenger,1,17VHkJ5zeQBRHL3i0J0jT8,Fear of Fear,spotify:track:17VHkJ5zeQBRHL3i0J0jT8,0.831,0.484,0.277,0.0,0.105,-11.347,0.043,160.565,0.3,False,1,49,178698,
4781,Whispers II,Passenger,2,4M75a1sblkwmeD9pfgxE1v,Catch in the Dark,spotify:track:4M75a1sblkwmeD9pfgxE1v,0.588,0.48,0.275,2.05e-05,0.103,-11.326,0.0348,52.503,0.249,False,1,52,208906,
4782,Whispers II,Passenger,3,28ENK6HpSmtc4JUljxZqe5,A Thousand Matches,spotify:track:28ENK6HpSmtc4JUljxZqe5,0.675,0.487,0.446,1.13e-05,0.102,-10.546,0.0503,125.104,0.402,False,1,47,225949,
4783,Whispers II,Passenger,4,5Wu8be1j6TkIt0lgqhtmvD,I'll Be Your Man,spotify:track:5Wu8be1j6TkIt0lgqhtmvD,0.802,0.345,0.414,8.86e-05,0.114,-10.144,0.0308,68.173,0.359,False,1,48,191386,
4784,Voicenotes,Charlie Puth,1,6qNALlmZa1ESnCxJmXE1K9,The Way I Am,spotify:track:6qNALlmZa1ESnCxJmXE1K9,0.314,0.755,0.769,2.38e-06,0.0628,-5.658,0.186,114.966,0.642,False,0,69,186080,
4785,Voicenotes,Charlie Puth,2,5cF0dROlMOK5uNZtivgu50,Attention,spotify:track:5cF0dROlMOK5uNZtivgu50,0.109,0.775,0.613,2.33e-05,0.134,-4.586,0.0542,100.066,0.797,False,0,86,208787,
4786,Whispers II,Passenger,5,7wQVIel0NfQK9IMO7tDEN8,Travelling Alone,spotify:track:7wQVIel0NfQK9IMO7tDEN8,0.772,0.437,0.186,0.00124,0.108,-12.336,0.0317,102.273,0.134,False,1,45,304730,
4787,Whispers II,Passenger,6,3dZiye5SK8D2nQEKBbh8Lx,David,spotify:track:3dZiye5SK8D2nQEKBbh8Lx,0.852,0.331,0.31,0.000746,0.0805,-12.047,0.0411,87.032,0.152,False,1,38,270502,
4788,Voicenotes,Charlie Puth,3,6pQadiopoIsS4x78tjSkJt,LA Girls,spotify:track:6pQadiopoIsS4x78tjSkJt,0.359,0.869,0.642,1.42e-06,0.0694,-5.03,0.0367,99.992,0.917,False,0,63,197107,
4789,Whispers II,Passenger,7,50IWG1diNk0uUUxmJi44ZD,Words,spotify:track:50IWG1diNk0uUUxmJi44ZD,0.869,0.431,0.172,0.000855,0.11,-16.345,0.0411,122.818,0.334,False,1,43,252233,
4790,Voicenotes,Charlie Puth,4,6wmAHw1szh5RCKSRjiXhPe,How Long,spotify:track:6wmAHw1szh5RCKSRjiXhPe,0.211,0.845,0.561,3.49e-06,0.0383,-5.253,0.0778,109.974,0.811,False,0,77,200853,
4791,Voicenotes,Charlie Puth,5,1lsBTdE6MGsKeZCD6llNu7,Done for Me (feat. Kehlani),spotify:track:1lsBTdE6MGsKeZCD6llNu7,0.193,0.856,0.632,0.0,0.0688,-3.692,0.074,112.009,0.697,False,0,72,180493,
4792,Whispers II,Passenger,8,51kLX0Enc7K0WkTtd8DJz4,The Way That I Need You,spotify:track:51kLX0Enc7K0WkTtd8DJz4,0.884,0.495,0.234,4.45e-05,0.118,-13.48,0.0388,102.979,0.179,False,1,45,211258,
4793,Voicenotes,Charlie Puth,7,5QLAHKawoQwVRNf1waaVW7,If You Leave Me Now (feat. Boyz II Men),spotify:track:5QLAHKawoQwVRNf1waaVW7,0.909,0.362,0.268,0.0,0.15,-7.757,0.0399,81.912,0.394,False,0,60,243160,
4794,Whispers II,Passenger,10,1rQ2P9i3NidSURoxCTq3wU,Nothing's Changed,spotify:track:1rQ2P9i3NidSURoxCTq3wU,0.858,0.54,0.14,3.98e-05,0.117,-13.852,0.0412,112.028,0.118,False,1,37,224540,
4795,Voicenotes,Charlie Puth,8,7aSvPfoqiM0zwPqupLGaHd,BOY,spotify:track:7aSvPfoqiM0zwPqupLGaHd,0.149,0.725,0.77,2.17e-05,0.0641,-6.24,0.0539,93.009,0.647,False,1,63,263413,
4796,Spotify Sessions Recorded at Sydney Opera House 2014,Passenger,1,1lfR849nFWkmq0LQQudF1k,Let Her Go - Live Spotify at Sydney Opera House,spotify:track:1lfR849nFWkmq0LQQudF1k,0.859,0.456,0.0563,0.0,0.673,-17.713,0.0684,82.317,0.374,False,1,15,212250,
4797,Voicenotes,Charlie Puth,9,6TapyDFlRUlZ4cmIaqJx4k,Slow It Down,spotify:track:6TapyDFlRUlZ4cmIaqJx4k,0.264,0.733,0.754,0.0,0.131,-3.392,0.0593,115.024,0.849,False,0,62,190053,
4798,Spotify Sessions Recorded at Sydney Opera House 2014,Passenger,2,4xoKrcQBVHjhu02xqNFBDj,Riding to New York - Live Spotify at Sydney Opera House,spotify:track:4xoKrcQBVHjhu02xqNFBDj,0.72,0.602,0.0499,0.0,0.965,-22.741,0.367,70.125,0.198,False,0,13,276347,
4799,Spotify Sessions Recorded at Sydney Opera House 2014,Passenger,3,543gUU5zyzPgTAdeep2lE8,Golden Thread / Girl of the North Country - Live Spotify at Sydney Opera House,spotify:track:543gUU5zyzPgTAdeep2lE8,0.68,0.492,0.033,0.0,0.656,-21.506,0.0513,79.887,0.298,False,1,8,251500,
4800,Voicenotes,Charlie Puth,10,17RMnDmv5CEo3s0tmipRyb,Change (feat. James Taylor),spotify:track:17RMnDmv5CEo3s0tmipRyb,0.872,0.502,0.413,0.0,0.213,-7.373,0.039,175.507,0.474,False,1,62,217560,
4801,Spotify Sessions Recorded at Sydney Opera House 2014,Passenger,4,4RTwBVTxGCbhbUSHRLVKnX,Whispers - Live Spotify at Sydney Opera House,spotify:track:4RTwBVTxGCbhbUSHRLVKnX,0.715,0.531,0.114,2.51e-06,0.668,-16.51,0.0737,75.25,0.209,False,1,9,227458,
4802,Voicenotes,Charlie Puth,11,1PuQTv1Kr1gzLgVeATSuh6,Somebody Told Me,spotify:track:1PuQTv1Kr1gzLgVeATSuh6,0.101,0.592,0.839,0.0,0.0528,-4.944,0.0564,168.501,0.457,False,0,60,216053,
4803,Spotify Sessions Recorded at Sydney Opera House 2014,Passenger,5,3fW7SpHhwY08vTkOMefoyE,Coins in a Fountain - Track by Track,spotify:track:3fW7SpHhwY08vTkOMefoyE,0.688,0.621,0.106,0.0,0.671,-33.835,0.706,103.551,0.551,False,1,4,42837,
4804,Voicenotes,Charlie Puth,12,7k7JKDjCd9zuL0iF7iWaNs,Empty Cups,spotify:track:7k7JKDjCd9zuL0iF7iWaNs,0.224,0.77,0.555,1.78e-06,0.0754,-6.361,0.0754,100.035,0.776,False,1,61,170947,
4805,Voicenotes,Charlie Puth,13,4jgF1sLf3TkQbZkLHsc6SI,Through It All,spotify:track:4jgF1sLf3TkQbZkLHsc6SI,0.762,0.562,0.383,0.0,0.0775,-8.54,0.0356,119.113,0.225,False,1,57,206453,
4806,Spotify Sessions Recorded at Sydney Opera House 2014,Passenger,6,4Xs0NidwpeqTfAQ7FSVpC6,27 - Track by Track,spotify:track:4Xs0NidwpeqTfAQ7FSVpC6,0.752,0.665,0.0512,0.0,0.589,-34.316,0.447,98.122,0.745,False,1,4,63939,
4807,Spotify Sessions Recorded at Sydney Opera House 2014,Passenger,7,470o6MbSaa1h14zKfi4cS6,Heart's On Fire - Track by Track,spotify:track:470o6MbSaa1h14zKfi4cS6,0.811,0.639,0.0455,0.0,0.868,-34.146,0.422,65.779,0.676,False,1,4,34520,
4808,Spotify Sessions Recorded at Sydney Opera House 2014,Passenger,8,71kMmDE9StYxmVh0a4QWcW,Bullets - Track by Track,spotify:track:71kMmDE9StYxmVh0a4QWcW,0.77,0.649,0.0478,0.0,0.571,-35.366,0.495,128.303,0.459,False,1,4,100659,
4809,Spotify Sessions Recorded at Sydney Opera House 2014,Passenger,9,5v2BfvuMqrsTSETSUpFNxG,Golden Leaves - Track by Track,spotify:track:5v2BfvuMqrsTSETSUpFNxG,0.734,0.661,0.0721,0.0,0.544,-35.464,0.565,85.029,0.635,False,0,4,51392,
4810,Spotify Sessions Recorded at Sydney Opera House 2014,Passenger,10,2vIPsU0lHMFBZItq9WTOo2,Thunder - Track by Track,spotify:track:2vIPsU0lHMFBZItq9WTOo2,0.865,0.617,0.0846,0.0,0.486,-31.263,0.473,90.977,0.796,False,1,3,34067,
4811,Spotify Sessions Recorded at Sydney Opera House 2014,Passenger,11,6WWVoeKiy4HQ5FMkQ8Isnv,Rolling Stone - Track by Track,spotify:track:6WWVoeKiy4HQ5FMkQ8Isnv,0.797,0.665,0.0399,0.0,0.436,-33.458,0.492,91.909,0.551,False,1,4,45251,
4812,Spotify Sessions Recorded at Sydney Opera House 2014,Passenger,12,5cVYCYjUIW1aUoVqdz7j5b,Start a Fire - Track by Track,spotify:track:5cVYCYjUIW1aUoVqdz7j5b,0.771,0.652,0.0576,0.0,0.469,-32.667,0.431,117.364,0.358,False,1,3,42448,
4813,Spotify Sessions Recorded at Sydney Opera House 2014,Passenger,13,02zK8UVQmk5xQz8vH4Hcfo,Whispers - Track by Track,spotify:track:02zK8UVQmk5xQz8vH4Hcfo,0.765,0.584,0.0666,0.0,0.34,-34.789,0.601,79.406,0.579,False,1,3,84997,
4814,Spotify Sessions Recorded at Sydney Opera House 2014,Passenger,14,06kw3uzfp0pZGF8pMAGJxH,Riding to New York - Track by Track,spotify:track:06kw3uzfp0pZGF8pMAGJxH,0.707,0.595,0.0631,0.0,0.351,-35.524,0.666,74.571,0.395,False,1,4,82960,
4815,Spotify Sessions Recorded at Sydney Opera House 2014,Passenger,15,4u7LJmoc0BDAusCMZt98BA,Scare Away the Dark - Track by Track,spotify:track:4u7LJmoc0BDAusCMZt98BA,0.672,0.67,0.0323,0.0,0.164,-31.368,0.673,70.477,0.351,False,1,3,75501,
4816,Whispers (Deluxe),Passenger,1,5e1F4YZGMOWg8ROXZyJfAA,Coins In a Fountain,spotify:track:5e1F4YZGMOWg8ROXZyJfAA,0.456,0.639,0.554,0.0175,0.132,-10.794,0.047,99.446,0.49,False,1,35,184147,
4817,Whispers (Deluxe),Passenger,3,4oAu3hSqE2EpboB74jTZKr,Heart's on Fire,spotify:track:4oAu3hSqE2EpboB74jTZKr,0.654,0.412,0.33,0.000424,0.129,-12.336,0.0297,146.904,0.161,False,1,54,253160,
4818,Nine Track Mind (Deluxe Edition),Charlie Puth,14,3ZAbzT3EIBAM4pDB6pD8V6,River,spotify:track:3ZAbzT3EIBAM4pDB6pD8V6,0.838,0.775,0.329,0.0,0.108,-6.962,0.034,100.034,0.252,False,0,56,191360,
4819,Nine Track Mind (Deluxe Edition),Charlie Puth,15,4nNZ4ra9sJnsdixXELkfW5,Does It Feel,spotify:track:4nNZ4ra9sJnsdixXELkfW5,0.177,0.61,0.86,0.0,0.155,-4.6,0.127,98.995,0.549,False,0,55,218667,
4820,Nine Track Mind (Deluxe Edition),Charlie Puth,16,7fKcyTRIPtKEQYnuF1eu87,Nothing But Trouble - Instagram Models; Dance Remix,spotify:track:7fKcyTRIPtKEQYnuF1eu87,0.011,0.682,0.806,0.0527,0.564,-5.298,0.0395,122.984,0.698,False,0,47,286829,
4821,Whispers (Deluxe),Passenger,12,31zAaC9sRlosqCkQB4kZGj,Heart's on Fire - Acoustic,spotify:track:31zAaC9sRlosqCkQB4kZGj,0.873,0.568,0.119,3.78e-05,0.111,-18.2,0.043,143.181,0.249,False,1,34,236060,
4822,Whispers (Deluxe),Passenger,13,15OfMxQQtgSxqnD0I9Rjtv,Coins In a Fountain - Acoustic,spotify:track:15OfMxQQtgSxqnD0I9Rjtv,0.817,0.565,0.182,1.05e-06,0.103,-14.664,0.0369,122.613,0.302,False,1,23,169437,
4823,Whispers (Deluxe),Passenger,18,7J7E7p2aoGs5h7oFasMFzB,Whispers - Acoustic,spotify:track:7J7E7p2aoGs5h7oFasMFzB,0.863,0.559,0.154,6.1e-06,0.0862,-13.035,0.0367,141.025,0.171,False,1,29,224298,
4824,Whispers (Deluxe),Passenger,3,5sZYVQVC1B700dWe6bUA5x,Heart's On Fire,spotify:track:5sZYVQVC1B700dWe6bUA5x,0.676,0.415,0.345,0.000932,0.13,-11.332,0.029,146.757,0.18,False,1,49,251373,
4825,Whispers (Deluxe),Passenger,5,6vYYWKYTZLovPQnaQpN5Zn,Golden Leaves,spotify:track:6vYYWKYTZLovPQnaQpN5Zn,0.561,0.297,0.226,0.000142,0.117,-12.847,0.0343,91.322,0.319,False,0,35,243280,
4826,Nine Track Mind,Charlie Puth,1,37R0bQOQj5a7DOqh1TGzvB,One Call Away,spotify:track:37R0bQOQj5a7DOqh1TGzvB,0.403,0.667,0.613,0.0,0.115,-5.353,0.0344,91.024,0.47,False,1,76,194453,
4827,Nine Track Mind,Charlie Puth,2,3qonjOrhFCfTnaaMruHzxW,Dangerously,spotify:track:3qonjOrhFCfTnaaMruHzxW,0.364,0.696,0.517,0.0,0.197,-8.379,0.0366,112.291,0.23,False,0,67,199133,
4828,Nine Track Mind,Charlie Puth,3,3rKYiySCDMUKTw5kGVVhaa,Marvin Gaye (feat. Meghan Trainor),spotify:track:3rKYiySCDMUKTw5kGVVhaa,0.417,0.795,0.616,0.0,0.349,-5.281,0.06,110.015,0.815,False,0,74,190453,
4829,Nine Track Mind,Charlie Puth,4,5QTYKyXxIJaLupn1J6W9QU,Losing My Mind,spotify:track:5QTYKyXxIJaLupn1J6W9QU,0.759,0.705,0.501,0.0761,0.104,-10.997,0.0618,100.042,0.16,False,1,49,212213,
4830,Nine Track Mind,Charlie Puth,5,06KyNuuMOX1ROXRhj787tj,We Don't Talk Anymore (feat. Selena Gomez),spotify:track:06KyNuuMOX1ROXRhj787tj,0.621,0.728,0.563,0.0,0.179,-8.053,0.134,100.017,0.352,False,0,85,217707,
4831,Nine Track Mind,Charlie Puth,6,2o5YDkVrId7JeumduZJ6NL,My Gospel,spotify:track:2o5YDkVrId7JeumduZJ6NL,0.27,0.7,0.654,0.0,0.0768,-7.126,0.297,112.039,0.494,False,0,54,210867,
4832,Nine Track Mind,Charlie Puth,8,197CUwGpX84IMI7aWB1Cjk,Left Right Left,spotify:track:197CUwGpX84IMI7aWB1Cjk,0.21,0.698,0.712,0.0,0.0602,-3.634,0.0321,99.952,0.486,False,1,48,206467,
4833,Nine Track Mind,Charlie Puth,9,1hlFygofCSO8PfIrAougLY,Then There's You,spotify:track:1hlFygofCSO8PfIrAougLY,0.0619,0.581,0.714,4.55e-05,0.105,-8.688,0.0372,97.911,0.302,False,1,48,214413,
4834,Whispers (Deluxe),Passenger,13,02Mq5YYbAccdXf0zE2i31P,Coins in a Fountain - Acoustic,spotify:track:02Mq5YYbAccdXf0zE2i31P,0.827,0.605,0.201,0.0,0.0983,-13.662,0.0308,92.986,0.323,False,1,25,169293,
4835,Nine Track Mind,Charlie Puth,10,60wzbPwV6EHfBTAf95rb9n,Suffer,spotify:track:60wzbPwV6EHfBTAf95rb9n,0.75,0.58,0.443,0.0,0.0742,-7.323,0.0498,175.938,0.576,False,0,59,210680,
4836,Whispers (Deluxe),Passenger,14,5Z7bNH7p9iuzn5i4EVMZl4,Riding to New York - Acoustic,spotify:track:5Z7bNH7p9iuzn5i4EVMZl4,0.829,0.555,0.122,0.0,0.119,-15.155,0.0506,136.652,0.204,False,0,28,287693,
4837,Whispers (Deluxe),Passenger,15,6Ev2L1r7n8xhS1WStP2wwM,Start a Fire - Acoustic,spotify:track:6Ev2L1r7n8xhS1WStP2wwM,0.856,0.471,0.247,0.00345,0.12,-13.852,0.0348,135.339,0.156,False,0,25,235307,
4838,Nine Track Mind,Charlie Puth,11,2LGgnbDYSeeMhuZGWwLQPL,As You Are (feat. Shy Carter),spotify:track:2LGgnbDYSeeMhuZGWwLQPL,0.361,0.819,0.523,0.0,0.0716,-6.202,0.0449,113.952,0.699,False,1,48,235920,
4839,Nine Track Mind,Charlie Puth,12,6wFwJpXsdvOrPzNwg8HfDj,Some Type of Love,spotify:track:6wFwJpXsdvOrPzNwg8HfDj,0.392,0.702,0.595,0.0,0.0753,-6.005,0.0912,90.497,0.366,False,1,52,187907,
4840,Whispers (Deluxe),Passenger,16,7DXa4YPXCreXRwgHbYou4W,Golden Leaves - Acoustic,spotify:track:7DXa4YPXCreXRwgHbYou4W,0.83,0.615,0.15,9.09e-06,0.0974,-14.487,0.0371,93.365,0.348,False,0,28,242333,
4841,Nine Track Mind,Charlie Puth,13,66CFbqJScx6zRieGllITcs,See You Again (feat. Charlie Puth),spotify:track:66CFbqJScx6zRieGllITcs,0.369,0.689,0.481,1.03e-06,0.0649,-7.503,0.0815,80.025,0.283,False,1,63,229526,
4842,Whispers (Deluxe),Passenger,17,1X3cALz0Szc1X1hDhml6de,Rolling Stone - Acoustic,spotify:track:1X3cALz0Szc1X1hDhml6de,0.901,0.516,0.2,7.41e-05,0.0893,-14.73,0.0348,131.423,0.398,False,1,27,206853,
4843,Whispers,Passenger,1,7kPifmqu31erU0Zuv9qHZK,Coins in a Fountain,spotify:track:7kPifmqu31erU0Zuv9qHZK,0.455,0.638,0.553,0.0242,0.132,-10.793,0.0465,99.447,0.486,False,1,39,184147,
4844,Whispers,Passenger,2,1mkwI947OIcgdzBvRjRPPx,27,spotify:track:1mkwI947OIcgdzBvRjRPPx,0.0165,0.54,0.851,0.0,0.0882,-6.765,0.0693,89.47,0.696,True,1,40,200320,
4845,Whispers,Passenger,4,4vitP8p4mjxsaT2cYQiRlM,Bullets,spotify:track:4vitP8p4mjxsaT2cYQiRlM,0.12,0.595,0.652,2.05e-05,0.105,-10.07,0.0531,73.225,0.406,False,1,34,204701,
4846,Whispers,Passenger,7,0U58XZLidYwhpbaqdxdkbW,Rolling Stone,spotify:track:0U58XZLidYwhpbaqdxdkbW,0.823,0.508,0.342,0.000522,0.115,-12.86,0.0274,101.551,0.365,False,1,40,202772,
4847,Whispers,Passenger,8,6ytFoOTJENo7DoUpi0mLwz,Start a Fire,spotify:track:6ytFoOTJENo7DoUpi0mLwz,0.0768,0.516,0.559,0.0331,0.126,-9.834,0.0329,114.532,0.0793,False,0,31,261371,
4848,Whispers,Passenger,10,3ZA4WrEaw41uDygvpwnkZX,Riding to New York,spotify:track:3ZA4WrEaw41uDygvpwnkZX,0.598,0.526,0.298,0.000756,0.1,-12.643,0.0396,134.799,0.199,False,0,37,302533,
4849,Whispers,Passenger,11,3GKrqEZ0fZpVnD1A0BeAK9,Scare Away the Dark,spotify:track:3GKrqEZ0fZpVnD1A0BeAK9,0.0478,0.442,0.523,3.35e-06,0.16,-8.002,0.0324,69.607,0.374,True,1,38,278594,
